venue,event_id,location,region,gender,rank,name,nationality,age_group,finish_time,finish_seconds
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,86,"Bordessoule, Leo",FRA,25-29,01:00:48,3648
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,87,"Herold, Ryan",GBR,30-34,01:00:50,3650
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,88,"Donner, Elliott",GBR,25-29,01:00:50,3650
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,89,"Binns, Louis",GBR,40-44,01:00:53,3653
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,9,"Stevens, Zac",GBR,25-29,00:57:01,3421
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,90,"Guščinas, Rokas",LTU,30-34,01:00:54,3654
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,91,"Randall, Zac",GBR,30-34,01:00:55,3655
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,92,"Edmondson, Harry",GBR,16-24,01:01:00,3660
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,93,"Williams, Andrew",GBR,25-29,01:01:03,3663
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,94,"Goodwin, Jack",GBR,30-34,01:01:05,3665
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,95,"Lythgoe, Daniel",GBR,30-34,01:01:06,3666
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,96,"Jones, Josh",GBR,30-34,01:01:08,3668
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,97,"Legaspi, Eimard",GBR,25-29,01:01:22,3682
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,98,"Sellman, Lee",GBR,16-24,01:01:23,3683
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,M,99,"Dow, Luke",GBR,35-39,01:01:27,3687
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,1,"Archer, Holly",GBR,30-34,01:01:01,3661
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,10,"Penfold, Tiff",GBR,25-29,01:04:21,3861
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,100,"Harrop, Emma",GBR,16-24,01:10:35,4235
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,11,"Mortimer, Evangeline",GBR,30-34,01:04:30,3870
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,12,"Owen, Rebecca",GBR,30-34,01:04:31,3871
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,13,"Lawrence, Natalie",GBR,35-39,01:04:45,3885
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,14,"Dunlop, Georgia",GBR,25-29,01:05:05,3905
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,15,"Evans, Ffion",GBR,30-34,01:05:19,3919
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,16,"Messenger, Cerys",GBR,35-39,01:05:23,3923
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,17,"Gosling, Ellie",GBR,40-44,01:05:31,3931
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,18,"Hamilton, Kelly",GBR,35-39,01:05:40,3940
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,19,"Ormerod, Stacey",GBR,40-44,01:05:50,3950
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,2,"Davies, Alice",GBR,16-24,01:02:02,3722
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,20,"Powell, Jessica",GBR,30-34,01:06:11,3971
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,21,"Watson, Aimee",GBR,25-29,01:06:15,3975
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,22,"Garside, Steph",GBR,40-44,01:06:23,3983
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,23,"Watson, Hannah",GBR,16-24,01:06:25,3985
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,24,"Scott, Lauren",GBR,16-24,01:06:47,4007
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,25,"Sheahan, Sinead",IRL,30-34,01:06:49,4009
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,26,"Mullen, Emma",GBR,30-34,01:07:03,4023
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,27,"James, Rosanna",GBR,30-34,01:07:16,4036
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,28,"Ferris, Clara",IRL,16-24,01:07:16,4036
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,29,"Nairn, Elizabeth",GBR,40-44,01:07:28,4048
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,3,"Mcgarvey, Grace",GBR,16-24,01:02:56,3776
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,30,"Darlington, Natalie",GBR,35-39,01:07:40,4060
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,31,"Partington, Katy",GBR,30-34,01:07:47,4067
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,32,"Naqwi, Beth",GBR,25-29,01:07:51,4071
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,33,"Marr, Emily",GBR,30-34,01:08:01,4081
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,34,"Andrews, Sophie",GBR,25-29,01:08:01,4081
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,35,"Limb, Georgia",GBR,25-29,01:08:03,4083
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,36,"Dunn, Nicola",GBR,30-34,01:08:05,4085
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,37,"Walsh, Rosie",GBR,16-24,01:08:06,4086
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,38,"Brown, Laura",GBR,35-39,01:08:11,4091
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,39,"Woolf, Charlotte",GBR,35-39,01:08:12,4092
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,4,"Evans, Ffion",GBR,30-34,01:02:58,3778
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,40,"Wilkinson, Ellie",GBR,25-29,01:08:13,4093
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,41,"Tweedie, Rhianna",SCO,30-34,01:08:13,4093
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,42,"Holmiere, Clarisse",FRA,25-29,01:08:14,4094
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,43,"Mcnair, Amy",GBR,16-24,01:08:15,4095
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,44,"Mcsherry, Jodi",GBR,35-39,01:08:19,4099
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,45,"Weller, Victoria",GER,30-34,01:08:21,4101
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,46,"Backers, Jessie",GBR,16-24,01:08:22,4102
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,47,"Wild, Kate",GBR,30-34,01:08:25,4105
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,48,"Pagan, Fiona",GBR,25-29,01:08:25,4105
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,49,"Porter, Amelia",GBR,25-29,01:08:32,4112
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,5,"Khalique, Hannah",GBR,16-24,01:03:00,3780
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,50,"Gray, Anna",GBR,25-29,01:08:39,4119
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,51,"Stevens, Becky",GBR,30-34,01:08:39,4119
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,52,"Helyar, Rachel",GBR,40-44,01:08:44,4124
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,53,"Williams, Megan",GBR,35-39,01:08:48,4128
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,54,"Powell, Egle",LTU,30-34,01:08:50,4130
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,55,"Wild, Macey",GBR,16-24,01:08:52,4132
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,56,"Brown, Emma",GBR,40-44,01:08:52,4132
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,57,"Rawlinson, Lucy",GBR,25-29,01:08:55,4135
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,58,"Picton, Gemma",GBR,40-44,01:08:55,4135
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,59,"Parsons, Xenia",GBR,55-59,01:08:55,4135
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,6,"Greenshields, Grace",GBR,16-24,01:03:11,3791
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,60,"Cooper, Lauren",GBR,30-34,01:08:57,4137
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,61,"Hunt-Williams, Lauren",GBR,25-29,01:08:58,4138
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,62,"Orchardson, Erin",GBR,25-29,01:08:58,4138
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,63,"Hobbs, Sophie",GBR,16-24,01:08:59,4139
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,64,"Morris, Naomi",GBR,30-34,01:09:03,4143
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,65,"Streek, Emily",GBR,30-34,01:09:04,4144
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,66,"Mullerat-Pigem, Maria",ESP,25-29,01:09:11,4151
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,67,"Chapman, Michelle",GBR,35-39,01:09:18,4158
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,68,"Davis, Emma",GBR,45-49,01:09:20,4160
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,69,"Devereux, Saskia",GBR,25-29,01:09:21,4161
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,7,"Sales, Emily",GBR,30-34,01:03:11,3791
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,70,"Wallis, Emily",GBR,35-39,01:09:23,4163
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,71,"Page, Danielle",GBR,25-29,01:09:23,4163
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,72,"Brooke, Lizi",GBR,35-39,01:09:26,4166
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,73,"Broomfield, Anna",GBR,25-29,01:09:27,4167
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,74,"Blackley, Lynn",GBR,35-39,01:09:30,4170
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,75,"Pennant, Maisie",GBR,25-29,01:09:34,4174
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,76,"De Beer, Emily",RSA,25-29,01:09:34,4174
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,77,"Ryan, Joanna",GBR,16-24,01:09:37,4177
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,78,"Nolan, Phillipa",GBR,30-34,01:09:44,4184
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,79,"Hampton-Williams, Jemima",GBR,16-24,01:09:48,4188
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,8,"White, Louise",GBR,25-29,01:03:24,3804
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,80,"Burrell, Kirsty",GBR,35-39,01:09:49,4189
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,81,"James, Ellis",GBR,25-29,01:09:49,4189
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,82,"O’Gorman, Ellie",GBR,30-34,01:09:52,4192
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,83,"Davidson, Ashleigh",GBR,30-34,01:09:58,4198
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,84,"Williams, Stephanie",GBR,30-34,01:09:58,4198
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,85,"Mcgill, Sinead",GBR,30-34,01:10:00,4200
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,86,"Mclachlan, Sophie",GBR,30-34,01:10:03,4203
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,87,"Canham, Lucy",GBR,35-39,01:10:03,4203
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,88,"Høm, Freja",DEN,30-34,01:10:07,4207
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,89,"Miller, Mhairi",SCO,16-24,01:10:07,4207
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,9,"English, Alice",GBR,16-24,01:04:15,3855
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,90,"Saunders, Emily",GBR,16-24,01:10:07,4207
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,91,"Howat, Ellie",GBR,25-29,01:10:08,4208
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,92,"Miles, Katie",GBR,30-34,01:10:17,4217
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,93,"Gillespie, Lauren",GBR,35-39,01:10:20,4220
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,94,"Lee-Amies, Sophie",GBR,16-24,01:10:25,4225
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,95,"Leckie, Holly",GBR,30-34,01:10:26,4226
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,96,"Basinger, Alyssa",GBR,16-24,01:10:29,4229
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,97,"Hope, Deborah",GBR,45-49,01:10:29,4229
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,98,"Myers, Georgia",GBR,16-24,01:10:31,4231
London Excel 2025,H_Excel25_OVERALL,"London, UK",Europe,W,99,"Lee, Annabelle",NZL,25-29,01:10:33,4233
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,1,"Odonnell, Michael",GBR,16-24,00:58:09,3489
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,10,"Simoneau, Louis",FRA,30-34,01:01:28,3688
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,100,"Smeets, Kaj",NED,30-34,01:09:18,4158
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,11,"Reuter, Torsten",GER,40-44,01:02:18,3738
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,12,"Krackl, Nico",GER,35-39,01:02:30,3750
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,13,"Van Der Ent, Hidde",NED,16-24,01:02:33,3753
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,14,"D'Hont, Sander",NED,30-34,01:03:12,3792
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,15,"Kienle, Tobias",GER,30-34,01:03:12,3792
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,16,"Van Zanten, Jeroen",NED,35-39,01:03:21,3801
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,17,"James, Jelani",NED,16-24,01:03:29,3809
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,18,"Kojc, Jože",SLO,55-59,01:03:34,3814
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,19,"Mersch, Matij",NED,40-44,01:03:42,3822
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,2,"Kojc, Nik",SLO,25-29,00:58:42,3522
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,20,"Dijkstra, Kjeld",NED,25-29,01:03:45,3825
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,21,"Gojčič, Tomaž",SLO,25-29,01:03:46,3826
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,22,"Van Loo, Rick",NED,25-29,01:03:55,3835
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,23,"Storken, Geert",NED,40-44,01:03:55,3835
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,24,"Wolke, Twan",NED,25-29,01:03:58,3838
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,25,"Balis, Dimitris",GRE,35-39,01:04:06,3846
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,26,"Woelders, Peter",NED,25-29,01:04:07,3847
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,27,"Verneuil, Tony",FRA,30-34,01:04:10,3850
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,28,"De Jong, Jip",NED,16-24,01:04:18,3858
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,29,"Anciaux, Maxime",BEL,30-34,01:04:32,3872
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,3,"Schwarzkopf, Dieter",GER,35-39,00:59:28,3568
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,30,"Raymaekers, Nick",BEL,35-39,01:04:34,3874
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,31,"Van Meeuwen, Gert-Jaap",NED,25-29,01:04:59,3899
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,32,"Jünger, Konstantin",GER,35-39,01:05:02,3902
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,33,"Deghorain, Antoine",BEL,25-29,01:05:09,3909
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,34,"Van Heiningen, Reno",NED,25-29,01:05:10,3910
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,35,"Abbing, Kay",NED,16-24,01:05:12,3912
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,36,"Janssen, Bart",NED,35-39,01:05:16,3916
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,37,"Verweij, Ferdy",NED,30-34,01:05:33,3933
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,38,"El Aarbaoui, Hamid",NED,40-44,01:05:35,3935
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,39,"Etienne, Alain",BEL,30-34,01:05:43,3943
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,4,"Lozano, Thomas",FRA,16-24,00:59:57,3597
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,40,"Rood, Michel",NED,16-24,01:05:44,3944
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,41,"Ajamlou, Olivier",NED,30-34,01:05:51,3951
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,42,"Herrero, Valentin",FRA,25-29,01:05:52,3952
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,43,"Bakker, Martijn",NED,16-24,01:05:55,3955
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,44,"Van Til, Thomas",NED,30-34,01:05:57,3957
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,45,"Martinet, Vincent",FRA,35-39,01:06:00,3960
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,46,"Canu, Boris",FRA,30-34,01:06:05,3965
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,47,"Dupuis, Quentin",BEL,30-34,01:06:07,3967
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,48,"Wennemars, Erben",NED,45-49,01:06:14,3974
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,49,"Verbraeken, Jeroen",BEL,25-29,01:06:16,3976
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,5,"Van Den Heuvel, Hans",BEL,30-34,01:00:41,3641
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,50,"Balk, Jordi",NED,30-34,01:06:21,3981
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,51,"Blissett, Jack",GBR,45-49,01:06:28,3988
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,52,"Van Drunen, Floris",NED,30-34,01:06:29,3989
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,53,"De Gruijl, Peter",NED,30-34,01:06:35,3995
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,54,"Keijsers, Marco",NED,35-39,01:06:41,4001
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,55,"Blokdijk, Alby",NED,16-24,01:06:43,4003
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,56,"Grootkarzijn, Stefan",NED,30-34,01:06:50,4010
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,57,"Hesselberth, Paul",NED,25-29,01:07:04,4024
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,58,"Schalk, Aron",NED,35-39,01:07:12,4032
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,59,"Borst, Niek",NED,16-24,01:07:21,4041
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,6,"Cowan, Robert",GBR,40-44,01:00:47,3647
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,60,"Stam, Mark",NED,25-29,01:07:27,4047
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,61,"Pesch, Camiel",NED,25-29,01:07:32,4052
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,62,"Sinclair, Oliver",AUS,30-34,01:07:33,4053
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,63,"Boom, Niek",NED,30-34,01:07:33,4053
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,64,"Looijen, Bjorn",NED,16-24,01:07:39,4059
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,65,"De Boer, Tieme",NED,16-24,01:07:42,4062
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,66,"Snel, Jordy",NED,25-29,01:07:42,4062
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,67,"Van Den Wijngaard, Robin",NED,25-29,01:07:47,4067
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,68,"Van Kerckhoven, Mathias",BEL,25-29,01:07:54,4074
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,69,"Aerts, Sven",NED,16-24,01:07:56,4076
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,7,"Demicoli, Shaun",MLT,25-29,01:01:17,3677
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,70,"Van Waeyenbergh, Grégory",BEL,35-39,01:07:56,4076
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,71,"Dijkstra, Jasper",NED,40-44,01:08:05,4085
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,72,"Paauw, Jordy",NED,25-29,01:08:14,4094
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,73,"Heye, Alan",BEL,25-29,01:08:18,4098
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,74,"Tegtmeyer, Jan",GER,25-29,01:08:20,4100
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,75,"Tuit, Joris",NED,25-29,01:08:21,4101
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,76,"Lodewijks, Arjen",NED,35-39,01:08:22,4102
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,77,"Musz, Sverre",NED,16-24,01:08:28,4108
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,78,"Minon, Pol",BEL,30-34,01:08:29,4109
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,79,"Hensbergen, Sven",NED,30-34,01:08:35,4115
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,8,"Jannenga, Dave",NED,30-34,01:01:18,3678
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,80,"Fourneau, Timothée",BEL,30-34,01:08:36,4116
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,81,"Roefs, Raf",NED,16-24,01:08:39,4119
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,82,"Henseler, Lukas",GER,16-24,01:08:44,4124
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,83,"Bergmans, Mike",NED,40-44,01:08:48,4128
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,84,"Warnier, Timo",NED,25-29,01:08:48,4128
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,85,"Groeneveld, Remco",NED,40-44,01:08:49,4129
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,86,"Westerhout, Gert-Jan",NED,45-49,01:08:51,4131
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,87,"Roelvink, Donny",NED,25-29,01:08:53,4133
Maastricht 2025,H_MAASTRICHT25_OVERALL,"Maastricht, Netherlands",Europe,M,88,"Paulet, Shane",BEL,35-39,01:08:56,4136
